안심식당번호,시군구명,사업장명,정제지번주소,전화번호,정제WGS84위도,정제WGS84경도
26514,남양주시,피자오현대프리이엄아울렛다산점,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26516,남양주시,종로계림닭도리탕원조,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26518,남양주시,만추,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26519,남양주시,101번지남산돈까스,경기도 남양주시 다산동 6141번지,031-8078-2063,37.6161029057,127.1524431285
20643,남양주시,동동국수집,경기도 남양주시 와부읍 팔당리 747-4번지,031-576-1588,37.5571560649,127.2365910761
26522,남양주시,효월,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26523,남양주시,육첩반상,경기도 남양주시 다산동 6141번지,031-8078-2067,37.6161029057,127.1524431285
26524,남양주시,홍제동순두부우동국수,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26525,남양주시,간코,경기도 남양주시 다산동 6141번지,031-8078-2069,37.6161029057,127.1524431285
26526,남양주시,카모메엔,경기도 남양주시 다산동 6141번지,02-325-2316,37.6161029057,127.1524431285
26527,남양주시,㈜한길상회,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26529,남양주시,콘타이,경기도 남양주시 다산동 6141번지,02-335-6001,37.6161029057,127.1524431285
26531,남양주시,아웃백스테이크하우스남양주현대아울렛점,경기도 남양주시 다산동 6141번지,031-558-7981,37.6161029057,127.1524431285
26533,남양주시,두끼,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
17025,남양주시,본가제주밥상,경기도 남양주시 수석동 142-1번지,031-569-5553,37.5870453823,127.1752654575
17027,남양주시,"계림상황삼계탕,오리",경기도 남양주시 별내동 1101번지,031-573-3252,37.6512911395,127.1119218319
17028,남양주시,바위와소나무,경기도 남양주시 별내동 2167-34번지,031-529-1235,37.6680457391,127.1198398578
17030,남양주시,웅추한방삼계탕동구밖과수원집,경기도 남양주시 금곡동 678-83번지,031-592-5656,37.6321939930,127.2026887268
17032,남양주시,죽이야기(남양주마석점),경기도 남양주시 화도읍 묵현리 406-3번지,031-558-6233,37.6561838877,127.2741302766
17034,남양주시,딩딩,경기도 남양주시 평내동 582-5번지,031-594-1133,37.6464148262,127.2357887496
28377,남양주시,바다향기,경기도 남양주시 별내동 932-1번지,031-575-1636,37.6577862059,127.1247445506
28379,남양주시,별난고기,경기도 남양주시 별내동 945번지,031-571-3888,37.6588611944,127.1254987517
28381,남양주시,춘향골남원추어탕,경기도 남양주시 와부읍 덕소리 512-6번지,031-577-8866,37.5851467623,127.2111894633
32189,남양주시,설악만,경기도 남양주시 별내면 청학리 218-2번지,031-590-8859,37.7074537151,127.1231782544
28107,남양주시,김삿갓밥집(본점),경기도 남양주시 화도읍 구암리 473-7번지,,37.6643587239,127.3614449834
28109,남양주시,햇반,경기도 남양주시 화도읍 금남리 511-19번지,031-591-5554,37.6349741836,127.3533618149
28111,남양주시,굴뚝능이버섯백숙,경기도 남양주시 화도읍 묵현리 232-1번지,,37.6600734449,127.2914085065
24818,남양주시,석화,경기도 남양주시 화도읍 묵현리 211번지,031-591-8287,37.6636076028,127.2919201770
28384,남양주시,참치한상,경기도 남양주시 다산동 6054-3번지,031-556-4300,37.6252047918,127.1549392076
2445,남양주시,삼다도,경기도 남양주시 수석동 195번지,031-566-5885,37.5860065681,127.1711924505
28378,남양주시,금도참치,경기도 남양주시 진접읍 연평리 61-6번지,031-571-3690,37.7108952128,127.1839949720
28380,남양주시,동경참치,경기도 남양주시 호평동 632-11번지,031-559-6898,37.6539909943,127.2420764943
28382,남양주시,지호한방삼계탕(덕소점),경기도 남양주시 와부읍 도곡리 566-1번지,031-576-3339,37.5757846001,127.2275674673
27557,남양주시,모락식당,경기도 남양주시 와부읍 도곡리 602-4번지,031-577-9992,37.5766446820,127.2292177897
2445,남양주시,삼다도,경기도 남양주시 수석동 195번지,031-566-5885,37.5860065681,127.1711924505
28384,남양주시,참치한상,경기도 남양주시 다산동 6054-3번지,031-556-4300,37.6252047918,127.1549392076
26511,남양주시,계백집,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26513,남양주시,h'50,경기도 남양주시 다산동 6141번지,031-8078-2053,37.6161029057,127.1524431285
26515,남양주시,본가스시,경기도 남양주시 다산동 6141번지,031-525-2105,37.6161029057,127.1524431285
26516,남양주시,종로계림닭도리탕원조,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26518,남양주시,만추,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26520,남양주시,이태원더버거㈜스페이스원,경기도 남양주시 다산동 6141번지,02-797-8940,37.6161029057,127.1524431285
2417,남양주시,아리랑한식뷔페,경기도 남양주시 일패동 72번지,031-511-5432,37.6265090696,127.1896788895
2418,남양주시,장어명가,경기도 남양주시 화도읍 차산리 76-20번지,031-511-5887,37.6354066805,127.3036501612
2421,남양주시,"배갈비,태릉배갈비",경기도 남양주시 금곡동 185-18번지,031-559-8588,37.6352803287,127.2151664197
2423,남양주시,㈜더 늘봄,경기도 남양주시 진접읍 팔야리 733-1번지,031-571-8686,37.7493163194,127.2074650581
26521,남양주시,온기정,경기도 남양주시 다산동 6141번지,053-255-7949,37.6161029057,127.1524431285
26523,남양주시,육첩반상,경기도 남양주시 다산동 6141번지,031-8078-2067,37.6161029057,127.1524431285
26525,남양주시,간코,경기도 남양주시 다산동 6141번지,031-8078-2069,37.6161029057,127.1524431285
26527,남양주시,㈜한길상회,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26528,남양주시,도토리편백집,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26529,남양주시,콘타이,경기도 남양주시 다산동 6141번지,02-335-6001,37.6161029057,127.1524431285
26530,남양주시,성북동면옥집,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26531,남양주시,아웃백스테이크하우스남양주현대아울렛점,경기도 남양주시 다산동 6141번지,031-558-7981,37.6161029057,127.1524431285
26532,남양주시,다산랑만,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26533,남양주시,두끼,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
29178,남양주시,평내복이와요,경기도 남양주시 평내동 572-5번지,031-592-8330,37.6434935319,127.2313783755
29179,남양주시,하륜일만족발(호평점),경기도 남양주시 호평동 175-2번지,031-511-7393,37.6583528015,127.2459161366
29182,남양주시,청정제주뒷고기,경기도 남양주시 화도읍 마석우리 557-3번지,031-594-9931,37.6569083540,127.3010426741
29184,남양주시,청록야생촌,경기도 남양주시 화도읍 금남리 273번지,031-591-5360,37.6459704747,127.3607083279
2425,남양주시,별미지교,경기도 남양주시 화도읍 묵현리 23번지,031-592-1789,37.6675177904,127.3014338939
2427,남양주시,맷돌36숯불갈비,경기도 남양주시 화도읍 마석우리 514-13번지,031-593-1511,37.6580785222,127.2948606613
2429,남양주시,더만족해(The 만족해),경기도 남양주시 평내동 578-3번지,031-593-7885,37.6454215274,127.2349761137
2431,남양주시,(주)광릉불고기,경기도 남양주시 진접읍 팔야리 778-9번지,031-527-6631,37.7450001929,127.2079587740
2433,남양주시,두끼평내호평점,경기도 남양주시 호평동 640번지,031-593-2770,37.6550950658,127.2441133261
2434,남양주시,소담촌(호평점),경기도 남양주시 호평동 641-1번지,031-594-4147,37.6541135945,127.2445701661
2436,남양주시,청춘다방,경기도 남양주시 평내동 578-3번지,031-592-5858,37.6454215274,127.2349761137
2438,남양주시,동강의 향기,경기도 남양주시 수석동 162-8번지,031-528-0833,37.5864077834,127.1728556818
2440,남양주시,초대,경기도 남양주시 수석동 183번지,031-555-7318,37.5856110197,127.1715679610
2442,남양주시,카페수석동198,경기도 남양주시 수석동 198번지,031-557-0661,37.5857624176,127.1709103643
2444,남양주시,시래마루 수석점,경기도 남양주시 수석동 205번지,031-566-3314,37.5863566061,127.1706585655
26511,남양주시,계백집,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
15166,남양주시,이차돌남양주마석점,경기도 남양주시 화도읍 마석우리 363-6번지,031-591-0888,37.6576187343,127.3054396680
26512,남양주시,텍사스로드하우스남양주점,경기도 남양주시 다산동 6141번지,031-525-2170,37.6161029057,127.1524431285
26513,남양주시,h'50,경기도 남양주시 다산동 6141번지,031-8078-2053,37.6161029057,127.1524431285
26514,남양주시,피자오현대프리이엄아울렛다산점,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26515,남양주시,본가스시,경기도 남양주시 다산동 6141번지,031-525-2105,37.6161029057,127.1524431285
26517,남양주시,한솔냉면/돌장각,경기도 남양주시 다산동 6141번지,031-8078-2061,37.6161029057,127.1524431285
29682,남양주시,철수네뽕잎칼국수호평점,경기도 남양주시 호평동 626-2번지,031-511-5779,37.6544930579,127.2408503772
29178,남양주시,평내복이와요,경기도 남양주시 평내동 572-5번지,031-592-8330,37.6434935319,127.2313783755
29179,남양주시,하륜일만족발(호평점),경기도 남양주시 호평동 175-2번지,031-511-7393,37.6583528015,127.2459161366
29182,남양주시,청정제주뒷고기,경기도 남양주시 화도읍 마석우리 557-3번지,031-594-9931,37.6569083540,127.3010426741
29184,남양주시,청록야생촌,경기도 남양주시 화도읍 금남리 273번지,031-591-5360,37.6459704747,127.3607083279
32189,남양주시,설악만,경기도 남양주시 별내면 청학리 218-2번지,031-590-8859,37.7074537151,127.1231782544
26519,남양주시,101번지남산돈까스,경기도 남양주시 다산동 6141번지,031-8078-2063,37.6161029057,127.1524431285
26520,남양주시,이태원더버거㈜스페이스원,경기도 남양주시 다산동 6141번지,02-797-8940,37.6161029057,127.1524431285
26521,남양주시,온기정,경기도 남양주시 다산동 6141번지,053-255-7949,37.6161029057,127.1524431285
26522,남양주시,효월,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26523,남양주시,육첩반상,경기도 남양주시 다산동 6141번지,031-8078-2067,37.6161029057,127.1524431285
26525,남양주시,간코,경기도 남양주시 다산동 6141번지,031-8078-2069,37.6161029057,127.1524431285
26527,남양주시,㈜한길상회,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26529,남양주시,콘타이,경기도 남양주시 다산동 6141번지,02-335-6001,37.6161029057,127.1524431285
26531,남양주시,아웃백스테이크하우스남양주현대아울렛점,경기도 남양주시 다산동 6141번지,031-558-7981,37.6161029057,127.1524431285
26533,남양주시,두끼,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
29180,남양주시,상도늘보리(남양주호평점),경기도 남양주시 호평동 273-1번지,031-593-7440,37.6618128602,127.2496231985
30210,남양주시,지호한방삼계탕 다산신도시점,경기도 남양주시 다산동 6089-1번지,031-566-1423,37.6235410930,127.1531564213
27557,남양주시,모락식당,경기도 남양주시 와부읍 도곡리 602-4번지,031-577-9992,37.5766446820,127.2292177897
17025,남양주시,본가제주밥상,경기도 남양주시 수석동 142-1번지,031-569-5553,37.5870453823,127.1752654575
17026,남양주시,코바코남양주장현점,경기도 남양주시 진접읍 장현리 643-20번지,031-511-9117,37.7172139522,127.1808024915
17027,남양주시,"계림상황삼계탕,오리",경기도 남양주시 별내동 1101번지,031-573-3252,37.6512911395,127.1119218319
17028,남양주시,바위와소나무,경기도 남양주시 별내동 2167-34번지,031-529-1235,37.6680457391,127.1198398578
17030,남양주시,웅추한방삼계탕동구밖과수원집,경기도 남양주시 금곡동 678-83번지,031-592-5656,37.6321939930,127.2026887268
17032,남양주시,죽이야기(남양주마석점),경기도 남양주시 화도읍 묵현리 406-3번지,031-558-6233,37.6561838877,127.2741302766
17033,남양주시,죽이야기(남양주별내로데오점),경기도 남양주시 별내동 1060번지 동익미라벨,031-529-1233,37.6495591543,127.1225980875
2446,남양주시,㈜이루지점강마루,경기도 남양주시 수석동 179번지,031-569-2002,37.5856189294,127.1711715028
27557,남양주시,모락식당,경기도 남양주시 와부읍 도곡리 602-4번지,031-577-9992,37.5766446820,127.2292177897
20635,남양주시,유락,경기도 남양주시 진접읍 장현리 695-1번지,031-529-8847,37.7136958210,127.1797170365
20637,남양주시,연안식당호평점,경기도 남양주시 호평동 632-14번지,031-594-6506,37.6539715033,127.2414076918
20639,남양주시,귀품찬곽만근숯불구이전문점,경기도 남양주시 와부읍 덕소리 86번지,031-576-6780,37.5897118787,127.2242885104
20641,남양주시,화덕을맛난생선,경기도 남양주시 평내동 152-19번지,031-591-6111,37.6516772607,127.2433201675
20643,남양주시,동동국수집,경기도 남양주시 와부읍 팔당리 747-4번지,031-576-1588,37.5571560649,127.2365910761
26512,남양주시,텍사스로드하우스남양주점,경기도 남양주시 다산동 6141번지,031-525-2170,37.6161029057,127.1524431285
26513,남양주시,h'50,경기도 남양주시 다산동 6141번지,031-8078-2053,37.6161029057,127.1524431285
26515,남양주시,본가스시,경기도 남양주시 다산동 6141번지,031-525-2105,37.6161029057,127.1524431285
2417,남양주시,아리랑한식뷔페,경기도 남양주시 일패동 72번지,031-511-5432,37.6265090696,127.1896788895
2419,남양주시,쿠우쿠우호평점,경기도 남양주시 호평동 639번지,031-511-6275,37.6556538190,127.2440773974
17025,남양주시,본가제주밥상,경기도 남양주시 수석동 142-1번지,031-569-5553,37.5870453823,127.1752654575
17027,남양주시,"계림상황삼계탕,오리",경기도 남양주시 별내동 1101번지,031-573-3252,37.6512911395,127.1119218319
17029,남양주시,어림,경기도 남양주시 다산동 606번지,031-567-7939,37.6028562090,127.1596873472
17031,남양주시,일등가다산점,경기도 남양주시 다산동 6087-3번지,031-552-5779,37.6230344472,127.1525128483
17032,남양주시,죽이야기(남양주마석점),경기도 남양주시 화도읍 묵현리 406-3번지,031-558-6233,37.6561838877,127.2741302766
26516,남양주시,종로계림닭도리탕원조,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26518,남양주시,만추,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26520,남양주시,이태원더버거㈜스페이스원,경기도 남양주시 다산동 6141번지,02-797-8940,37.6161029057,127.1524431285
26521,남양주시,온기정,경기도 남양주시 다산동 6141번지,053-255-7949,37.6161029057,127.1524431285
26523,남양주시,육첩반상,경기도 남양주시 다산동 6141번지,031-8078-2067,37.6161029057,127.1524431285
26525,남양주시,간코,경기도 남양주시 다산동 6141번지,031-8078-2069,37.6161029057,127.1524431285
26527,남양주시,㈜한길상회,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26529,남양주시,콘타이,경기도 남양주시 다산동 6141번지,02-335-6001,37.6161029057,127.1524431285
26531,남양주시,아웃백스테이크하우스남양주현대아울렛점,경기도 남양주시 다산동 6141번지,031-558-7981,37.6161029057,127.1524431285
26533,남양주시,두끼,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
2420,남양주시,크리미부어크,경기도 남양주시 호평동 269-1번지,031-559-3884,37.6620816694,127.2488739869
2421,남양주시,"배갈비,태릉배갈비",경기도 남양주시 금곡동 185-18번지,031-559-8588,37.6352803287,127.2151664197
2423,남양주시,㈜더 늘봄,경기도 남양주시 진접읍 팔야리 733-1번지,031-571-8686,37.7493163194,127.2074650581
2425,남양주시,별미지교,경기도 남양주시 화도읍 묵현리 23번지,031-592-1789,37.6675177904,127.3014338939
2427,남양주시,맷돌36숯불갈비,경기도 남양주시 화도읍 마석우리 514-13번지,031-593-1511,37.6580785222,127.2948606613
2429,남양주시,더만족해(The 만족해),경기도 남양주시 평내동 578-3번지,031-593-7885,37.6454215274,127.2349761137
2431,남양주시,(주)광릉불고기,경기도 남양주시 진접읍 팔야리 778-9번지,031-527-6631,37.7450001929,127.2079587740
2433,남양주시,두끼평내호평점,경기도 남양주시 호평동 640번지,031-593-2770,37.6550950658,127.2441133261
2434,남양주시,소담촌(호평점),경기도 남양주시 호평동 641-1번지,031-594-4147,37.6541135945,127.2445701661
2436,남양주시,청춘다방,경기도 남양주시 평내동 578-3번지,031-592-5858,37.6454215274,127.2349761137
2438,남양주시,동강의 향기,경기도 남양주시 수석동 162-8번지,031-528-0833,37.5864077834,127.1728556818
2440,남양주시,초대,경기도 남양주시 수석동 183번지,031-555-7318,37.5856110197,127.1715679610
2442,남양주시,카페수석동198,경기도 남양주시 수석동 198번지,031-557-0661,37.5857624176,127.1709103643
2443,남양주시,안채,경기도 남양주시 수석동 162-2번지,031-557-3848,37.5863450977,127.1730032006
30210,남양주시,지호한방삼계탕 다산신도시점,경기도 남양주시 다산동 6089-1번지,031-566-1423,37.6235410930,127.1531564213
20640,남양주시,남도사랑채,경기도 남양주시 와부읍 덕소리 567-3번지,031-576-0589,37.5849093862,127.2099558150
20641,남양주시,화덕을맛난생선,경기도 남양주시 평내동 152-19번지,031-591-6111,37.6516772607,127.2433201675
29178,남양주시,평내복이와요,경기도 남양주시 평내동 572-5번지,031-592-8330,37.6434935319,127.2313783755
29179,남양주시,하륜일만족발(호평점),경기도 남양주시 호평동 175-2번지,031-511-7393,37.6583528015,127.2459161366
29182,남양주시,청정제주뒷고기,경기도 남양주시 화도읍 마석우리 557-3번지,031-594-9931,37.6569083540,127.3010426741
29184,남양주시,청록야생촌,경기도 남양주시 화도읍 금남리 273번지,031-591-5360,37.6459704747,127.3607083279
20642,남양주시,보쌈제복다산역점,경기도 남양주시 다산동 6087번지,031-554-4133,37.6231865382,127.1521268497
20644,남양주시,올리앤다산점,경기도 남양주시 다산동 6237-1번지,031-567-9008,37.5997163202,127.1745306821
24817,남양주시,가림,경기도 남양주시 평내동 586-3번지,031-593-8881,37.6465971206,127.2366949563
24818,남양주시,석화,경기도 남양주시 화도읍 묵현리 211번지,031-591-8287,37.6636076028,127.2919201770
2434,남양주시,소담촌(호평점),경기도 남양주시 호평동 641-1번지,031-594-4147,37.6541135945,127.2445701661
2435,남양주시,삼성웰스토리㈜비전힐스CC,경기도 남양주시 화도읍 녹촌리 산52-1번지,031-595-2003,37.6480531710,127.2691557768
2436,남양주시,청춘다방,경기도 남양주시 평내동 578-3번지,031-592-5858,37.6454215274,127.2349761137
2438,남양주시,동강의 향기,경기도 남양주시 수석동 162-8번지,031-528-0833,37.5864077834,127.1728556818
2440,남양주시,초대,경기도 남양주시 수석동 183번지,031-555-7318,37.5856110197,127.1715679610
2442,남양주시,카페수석동198,경기도 남양주시 수석동 198번지,031-557-0661,37.5857624176,127.1709103643
2443,남양주시,안채,경기도 남양주시 수석동 162-2번지,031-557-3848,37.5863450977,127.1730032006
2445,남양주시,삼다도,경기도 남양주시 수석동 195번지,031-566-5885,37.5860065681,127.1711924505
2446,남양주시,㈜이루지점강마루,경기도 남양주시 수석동 179번지,031-569-2002,37.5856189294,127.1711715028
17026,남양주시,코바코남양주장현점,경기도 남양주시 진접읍 장현리 643-20번지,031-511-9117,37.7172139522,127.1808024915
17028,남양주시,바위와소나무,경기도 남양주시 별내동 2167-34번지,031-529-1235,37.6680457391,127.1198398578
17030,남양주시,웅추한방삼계탕동구밖과수원집,경기도 남양주시 금곡동 678-83번지,031-592-5656,37.6321939930,127.2026887268
17032,남양주시,죽이야기(남양주마석점),경기도 남양주시 화도읍 묵현리 406-3번지,031-558-6233,37.6561838877,127.2741302766
17033,남양주시,죽이야기(남양주별내로데오점),경기도 남양주시 별내동 1060번지 동익미라벨,031-529-1233,37.6495591543,127.1225980875
32189,남양주시,설악만,경기도 남양주시 별내면 청학리 218-2번지,031-590-8859,37.7074537151,127.1231782544
34314,남양주시,지호한방삼계탕(평내점),경기도 남양주시 평내동 152-19번지,031-591-6111,37.6516772607,127.2433201675
20635,남양주시,유락,경기도 남양주시 진접읍 장현리 695-1번지,031-529-8847,37.7136958210,127.1797170365
20637,남양주시,연안식당호평점,경기도 남양주시 호평동 632-14번지,031-594-6506,37.6539715033,127.2414076918
20639,남양주시,귀품찬곽만근숯불구이전문점,경기도 남양주시 와부읍 덕소리 86번지,031-576-6780,37.5897118787,127.2242885104
26514,남양주시,피자오현대프리이엄아울렛다산점,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26517,남양주시,한솔냉면/돌장각,경기도 남양주시 다산동 6141번지,031-8078-2061,37.6161029057,127.1524431285
26518,남양주시,만추,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26520,남양주시,이태원더버거㈜스페이스원,경기도 남양주시 다산동 6141번지,02-797-8940,37.6161029057,127.1524431285
26522,남양주시,효월,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26524,남양주시,홍제동순두부우동국수,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26526,남양주시,카모메엔,경기도 남양주시 다산동 6141번지,02-325-2316,37.6161029057,127.1524431285
26528,남양주시,도토리편백집,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26530,남양주시,성북동면옥집,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
20642,남양주시,보쌈제복다산역점,경기도 남양주시 다산동 6087번지,031-554-4133,37.6231865382,127.1521268497
20644,남양주시,올리앤다산점,경기도 남양주시 다산동 6237-1번지,031-567-9008,37.5997163202,127.1745306821
26531,남양주시,아웃백스테이크하우스남양주현대아울렛점,경기도 남양주시 다산동 6141번지,031-558-7981,37.6161029057,127.1524431285
26532,남양주시,다산랑만,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26533,남양주시,두끼,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
28106,남양주시,리얼파스타평내점,경기도 남양주시 평내동 565-2번지,,37.6445783582,127.2368041005
28107,남양주시,김삿갓밥집(본점),경기도 남양주시 화도읍 구암리 473-7번지,,37.6643587239,127.3614449834
28109,남양주시,햇반,경기도 남양주시 화도읍 금남리 511-19번지,031-591-5554,37.6349741836,127.3533618149
28111,남양주시,굴뚝능이버섯백숙,경기도 남양주시 화도읍 묵현리 232-1번지,,37.6600734449,127.2914085065
28377,남양주시,바다향기,경기도 남양주시 별내동 932-1번지,031-575-1636,37.6577862059,127.1247445506
28378,남양주시,금도참치,경기도 남양주시 진접읍 연평리 61-6번지,031-571-3690,37.7108952128,127.1839949720
28379,남양주시,별난고기,경기도 남양주시 별내동 945번지,031-571-3888,37.6588611944,127.1254987517
28381,남양주시,춘향골남원추어탕,경기도 남양주시 와부읍 덕소리 512-6번지,031-577-8866,37.5851467623,127.2111894633
24817,남양주시,가림,경기도 남양주시 평내동 586-3번지,031-593-8881,37.6465971206,127.2366949563
24818,남양주시,석화,경기도 남양주시 화도읍 묵현리 211번지,031-591-8287,37.6636076028,127.2919201770
27557,남양주시,모락식당,경기도 남양주시 와부읍 도곡리 602-4번지,031-577-9992,37.5766446820,127.2292177897
30042,남양주시,빠네빠네,경기도 남양주시 수석동 203번지,031-556-5555,37.5863667249,127.1710549483
28383,남양주시,카초에페페,경기도 남양주시 다산동 6085번지,0507-1316-8265,37.6233919049,127.1514686305
26511,남양주시,계백집,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26513,남양주시,h'50,경기도 남양주시 다산동 6141번지,031-8078-2053,37.6161029057,127.1524431285
20635,남양주시,유락,경기도 남양주시 진접읍 장현리 695-1번지,031-529-8847,37.7136958210,127.1797170365
20637,남양주시,연안식당호평점,경기도 남양주시 호평동 632-14번지,031-594-6506,37.6539715033,127.2414076918
20639,남양주시,귀품찬곽만근숯불구이전문점,경기도 남양주시 와부읍 덕소리 86번지,031-576-6780,37.5897118787,127.2242885104
20641,남양주시,화덕을맛난생선,경기도 남양주시 평내동 152-19번지,031-591-6111,37.6516772607,127.2433201675
35727,남양주시,차우차이,경기도 남양주시 평내동 586-3번지,031-593-8881,37.6465971206,127.2366949563
30042,남양주시,백번가 코다리 남양주점,경기도 남양주시 수석동 203번지,031-556-5555,37.5863667249,127.1710549483
2446,남양주시,㈜이루지점강마루,경기도 남양주시 수석동 179번지,031-569-2002,37.5856189294,127.1711715028
15166,남양주시,이차돌남양주마석점,경기도 남양주시 화도읍 마석우리 363-6번지,031-591-0888,37.6576187343,127.3054396680
28107,남양주시,김삿갓밥집(본점),경기도 남양주시 화도읍 구암리 473-7번지,,37.6643587239,127.3614449834
28109,남양주시,햇반,경기도 남양주시 화도읍 금남리 511-19번지,031-591-5554,37.6349741836,127.3533618149
28111,남양주시,굴뚝능이버섯백숙,경기도 남양주시 화도읍 묵현리 232-1번지,,37.6600734449,127.2914085065
30210,남양주시,지호한방삼계탕 다산신도시점,경기도 남양주시 다산동 6089-1번지,031-566-1423,37.6235410930,127.1531564213
26517,남양주시,한솔냉면/돌장각,경기도 남양주시 다산동 6141번지,031-8078-2061,37.6161029057,127.1524431285
26519,남양주시,101번지남산돈까스,경기도 남양주시 다산동 6141번지,031-8078-2063,37.6161029057,127.1524431285
26521,남양주시,온기정,경기도 남양주시 다산동 6141번지,053-255-7949,37.6161029057,127.1524431285
26522,남양주시,효월,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
29179,남양주시,하륜일만족발(호평점),경기도 남양주시 호평동 175-2번지,031-511-7393,37.6583528015,127.2459161366
29182,남양주시,청정제주뒷고기,경기도 남양주시 화도읍 마석우리 557-3번지,031-594-9931,37.6569083540,127.3010426741
29184,남양주시,청록야생촌,경기도 남양주시 화도읍 금남리 273번지,031-591-5360,37.6459704747,127.3607083279
17025,남양주시,본가제주밥상,경기도 남양주시 수석동 142-1번지,031-569-5553,37.5870453823,127.1752654575
17026,남양주시,코바코남양주장현점,경기도 남양주시 진접읍 장현리 643-20번지,031-511-9117,37.7172139522,127.1808024915
17027,남양주시,"계림상황삼계탕,오리",경기도 남양주시 별내동 1101번지,031-573-3252,37.6512911395,127.1119218319
17029,남양주시,어림,경기도 남양주시 다산동 606번지,031-567-7939,37.6028562090,127.1596873472
17031,남양주시,일등가다산점,경기도 남양주시 다산동 6087-3번지,031-552-5779,37.6230344472,127.1525128483
17033,남양주시,죽이야기(남양주별내로데오점),경기도 남양주시 별내동 1060번지 동익미라벨,031-529-1233,37.6495591543,127.1225980875
2427,남양주시,맷돌36숯불갈비,경기도 남양주시 화도읍 마석우리 514-13번지,031-593-1511,37.6580785222,127.2948606613
2429,남양주시,더만족해(The 만족해),경기도 남양주시 평내동 578-3번지,031-593-7885,37.6454215274,127.2349761137
2431,남양주시,(주)광릉불고기,경기도 남양주시 진접읍 팔야리 778-9번지,031-527-6631,37.7450001929,127.2079587740
2432,남양주시,쿠우쿠우 별내점,경기도 남양주시 별내동 1006번지,031-574-6274,37.6461610351,127.1254038289
2433,남양주시,두끼평내호평점,경기도 남양주시 호평동 640번지,031-593-2770,37.6550950658,127.2441133261
2434,남양주시,소담촌(호평점),경기도 남양주시 호평동 641-1번지,031-594-4147,37.6541135945,127.2445701661
2435,남양주시,삼성웰스토리㈜비전힐스CC,경기도 남양주시 화도읍 녹촌리 산52-1번지,031-595-2003,37.6480531710,127.2691557768
2437,남양주시,압소담,경기도 남양주시 수석동 159번지,02-558-5290,37.5862704140,127.1720747556
2439,남양주시,나룻터,경기도 남양주시 수석동 160번지,031-555-5282,37.5862800565,127.1723012430
2441,남양주시,한강,경기도 남양주시 수석동 198번지,031-556-5561,37.5857624176,127.1709103643
2443,남양주시,안채,경기도 남양주시 수석동 162-2번지,031-557-3848,37.5863450977,127.1730032006
26524,남양주시,홍제동순두부우동국수,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26525,남양주시,간코,경기도 남양주시 다산동 6141번지,031-8078-2069,37.6161029057,127.1524431285
26527,남양주시,㈜한길상회,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26528,남양주시,도토리편백집,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
26529,남양주시,콘타이,경기도 남양주시 다산동 6141번지,02-335-6001,37.6161029057,127.1524431285
26530,남양주시,성북동면옥집,경기도 남양주시 다산동 6141번지,,37.6161029057,127.1524431285
